"","Hybrid_ID","Nfinal","Phyllochron","Leaf_tip_emerg","First_LiguloChrone","tt_firstligule_sinceapp","c","a","potKernelWt","GNmax","GrainNoMax","Res.Tnight","resp.Ri","GN15cor","rRAD"
"100","F894_H",17,0.0214644699803398,3.75576841879508,0.0139476651690076,33.8427964666058,4.09095810176097,4.51133619126893,344.280777032824,553.256092281378,4547.76507855293,-332.399627633542,4593.12887678316,7.96803996847352,NA
"101","F908_H",16,0.0231893645828172,3.56409825038053,0.0163954197133681,68.6421374051755,3.85118756806799,3.97369791280392,343.586897905307,637.661367290719,3768.95592986172,-309.422985554343,4365.74759529245,6.96820967637274,0.24
"102","F912_H",15,0.0234278654312488,3.53396400724473,0.0147541028083473,49.5351938715176,5.73985251012943,5.45354564783437,352.111595111551,709.364499077223,4163.9696095833,-434.203356140574,5737.00240329991,8.53843525061465,0.45
"103","F918_H",17,0.0232239757565762,3.44865657738801,0.014982850098208,60.3655729063548,4.04091670762347,4.84358704479323,380.732521967083,542.355794273017,3940.00712585537,-314.44211602206,4419.18899933636,5.9727911727761,0.67
"104","F922_H",16,0.0231057564807161,3.57724336803325,0.0166276791720873,52.8150283333527,6.46566239147244,4.73231262445679,338.522978698203,735.480319398675,4527.1631637933,-322.905050825067,4663.93087577111,5.92548317500958,0.58
"105","F924_H",16,0.0217918636608856,3.26432644331291,0.0144583288351637,69.1136191275252,5.49792094087952,5.02877255427868,343.455325405332,713.442018569445,5242.21398224715,-303.401727344099,4764.23210598801,8.26558049641208,0.67
"106","F98902_H",16,0.0242396701743884,3.5789660415928,0.016941698862914,50.1451391321967,5.27650479461742,4.73373072464381,349.573960083308,678.589124792141,4924.20894252204,-439.978301592906,5828.22379507217,9.07078577288758,0.34
"107","FP1_H",15,0.0260823087142285,3.11926086005035,0.0159788166395807,70.7658691496268,6.05791940790823,5.79787384512961,304.847270563434,533.915769349468,4388.78762405263,-384.161875939502,5586.69480245441,7.95764763772692,0.57
"108","FR19_H",16,0.0260836327400336,2.93905269272511,0.0163954197133681,68.6421374051755,4.06401215224329,4.12979916465773,331.860146999784,582.013117041995,4333.82861710432,-290.86084239989,4467.70950038377,6.52843802914248,0.12
"109","FR697_H",16,NA,NA,NA,NA,NA,NA,400.80034566639,572.427763438109,4251.06351898462,-356.81500716828,5027.58868156352,9.52785715726415,NA
"110","H99_H",16,0.0206698824137289,3.95401480217907,0.0129386488124901,26.1029732356331,4.77985373427919,4.62920796433585,395.73145100289,612.811855393037,3778.51152044151,-313.387549808818,4850.97808842577,7.61239617318646,1.12
"111","HMV5301_H",15,0.0187588794597334,3.60182288672809,0.0138601835888114,67.3694461848763,6.46764368696646,5.16049190421798,418.152951335555,523.377845789685,3797.13139064597,-272.462375034462,4628.23463214037,7.45157957192364,0.91
"112","HMV5325_H",16,0.0237889224118342,3.1497562529175,0.0161312279000263,66.8937826058375,5.86796738127709,4.67980495504873,330.790924235614,562.442133987278,4341.16310997389,-298.781174176831,4663.46989457708,7.60775808680398,0.2
"113","HMV5343_H",16,0.0218083212422727,3.72123004429449,0.0157494435129443,55.7883835082225,4.09951466143916,4.41637138288441,410.078428067429,512.687280118435,4327.08064419959,-236.857839885551,3954.59442115813,5.82335948251018,0.1
"114","HMV5347_H",16,0.0257636397103023,3.48936296072736,0.016941698862914,50.1451391321967,5.30227337262506,4.55980677012655,350.062258465569,582.950056671392,3793.91526420664,-206.233160323355,4016.31225614977,6.77367155743203,0.86
"115","HMV5405_H",17,0.022328918317757,3.6093802039689,0.0143368738977841,45.8724598261753,5.10099028576764,4.17153616939354,389.62650298131,583.720808488877,4159.52569691788,-279.44968782204,4251.68106004929,6.33010919986847,0.88
"116","HMV5409_H",16,0.0226709822966907,3.1451013376611,0.0141655038245558,66.7569326367257,4.30374027745515,4.90335566259086,391.80479314474,494.400891728571,3957.68723242833,-278.506126044792,4383.07495671414,6.38895292361017,1.09
"117","HMV5422_H",16,0.0227151961576193,3.22792510765027,0.0161312279000263,66.8937826058375,5.93018014134141,5.02823574192938,333.350822025859,635.159630904668,5105.98636695684,-291.705236343204,4883.27131840108,9.98413690558264,NA
"118","HMV5502_H",17,0.026884446369015,3.20314636180365,0.0156130476832458,60.6956273174626,6.49378889785738,5.01883768462718,401.447491812745,572.771380197142,4834.19044886388,-307.209064649446,4815.34712298013,7.39995025574377,0.16
"119","I198_H",16,0.021423843490386,3.39036179496665,0.0142698996779788,54.6941504535371,5.40948799064576,4.8304809766158,310.834809032935,630.743310419911,4892.30761224976,-352.666292906186,5138.32493384714,9.26968923873423,0.87
"120","I205_H",16,0.0222818847245662,3.32677496716274,0.014982850098208,60.3655729063548,3.84058181477309,4.16665565043703,270.79740866749,520.711479878746,4394.80489017662,NA,NA,NA,NA
"121","I211_H",16,0.0239082858252825,3.33106728713953,0.014982850098208,60.3655729063548,5.76269546852082,4.90296616824089,247.485675425449,570.165551037983,4686.76082953222,NA,NA,NA,NA
"122","I238_H",16,0.0216124265509265,3.25560253622445,0.0139204893653725,59.5325541093955,4.66640594549382,4.52301990007999,305.610164671441,684.976523526382,5389.50087519707,-369.963184553503,5384.80187319317,8.36732543133098,0.47
"123","I242_H",16,0.0216943301228681,3.5678108375273,0.0150643300995097,60.8650568807372,3.18561969210383,4.02674824693692,351.046840704645,516.713070717804,4220.94358768848,-301.520258287464,4978.9132810206,10.8090862379795,NA
